@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute posx numeric
@attribute posy numeric
@attribute vel numeric
@attribute accel numeric
@attribute time numeric
@attribute signal numeric
@attribute accel_Max10 numeric
@attribute accel_stddev numeric
@attribute posx_stddev numeric
@attribute posy_stddev numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric

@data
2234,'2018/04/04 20:39:29:790',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2235,'2018/04/04 20:39:29:992',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2236,'2018/04/04 20:39:30:196',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2237,'2018/04/04 20:39:30:398',51,199,23,0,0,49,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2238,'2018/04/04 20:39:30:602',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2239,'2018/04/04 20:39:30:804',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2240,'2018/04/04 20:39:31:005',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2241,'2018/04/04 20:39:31:209',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2242,'2018/04/04 20:39:31:414',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2243,'2018/04/04 20:39:31:617',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2244,'2018/04/04 20:39:31:819',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2245,'2018/04/04 20:39:32:023',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2246,'2018/04/04 20:39:32:228',51,199,23,0,0,49,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2349,'2018/04/04 20:44:15:975',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2350,'2018/04/04 20:44:16:176',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2351,'2018/04/04 20:44:16:377',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2352,'2018/04/04 20:44:16:578',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2353,'2018/04/04 20:44:16:781',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2354,'2018/04/04 20:44:16:984',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2355,'2018/04/04 20:44:17:188',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2356,'2018/04/04 20:44:17:392',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2357,'2018/04/04 20:44:17:596',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2358,'2018/04/04 20:44:17:801',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2359,'2018/04/04 20:44:18:006',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2360,'2018/04/04 20:44:18:209',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2361,'2018/04/04 20:44:18:410',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2362,'2018/04/04 20:44:18:615',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2363,'2018/04/04 20:44:18:819',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2364,'2018/04/04 20:44:19:022',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2365,'2018/04/04 20:44:19:226',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2366,'2018/04/04 20:44:19:431',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2367,'2018/04/04 20:44:19:634',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2368,'2018/04/04 20:44:19:837',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2369,'2018/04/04 20:44:20:040',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2370,'2018/04/04 20:44:20:243',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2371,'2018/04/04 20:44:20:447',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2372,'2018/04/04 20:44:20:651',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2373,'2018/04/04 20:44:20:855',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2374,'2018/04/04 20:44:21:060',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2375,'2018/04/04 20:44:21:264',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2376,'2018/04/04 20:44:21:467',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2377,'2018/04/04 20:44:21:668',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2378,'2018/04/04 20:44:21:873',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2379,'2018/04/04 20:44:22:076',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2380,'2018/04/04 20:44:22:280',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2381,'2018/04/04 20:44:22:484',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2382,'2018/04/04 20:44:22:687',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2383,'2018/04/04 20:44:22:890',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2384,'2018/04/04 20:44:23:093',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2385,'2018/04/04 20:44:23:294',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2386,'2018/04/04 20:44:23:495',53,199,23,0,0,54,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2387,'2018/04/04 20:44:23:696',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2388,'2018/04/04 20:44:23:898',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2389,'2018/04/04 20:44:24:101',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2390,'2018/04/04 20:44:24:302',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2391,'2018/04/04 20:44:24:503',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2392,'2018/04/04 20:44:24:706',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2393,'2018/04/04 20:44:24:910',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2394,'2018/04/04 20:44:25:115',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2395,'2018/04/04 20:44:25:319',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2396,'2018/04/04 20:44:25:521',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2397,'2018/04/04 20:44:25:722',53,199,23,0,0,54,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2398,'2018/04/04 20:46:19:871',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2399,'2018/04/04 20:46:20:074',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2400,'2018/04/04 20:46:20:274',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2401,'2018/04/04 20:46:20:477',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2402,'2018/04/04 20:46:20:678',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2403,'2018/04/04 20:46:20:880',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2404,'2018/04/04 20:46:21:084',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2405,'2018/04/04 20:46:21:288',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2406,'2018/04/04 20:46:21:491',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2407,'2018/04/04 20:46:21:696',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2408,'2018/04/04 20:46:21:896',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2409,'2018/04/04 20:46:22:100',54,199,23,0,0,56,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2410,'2018/04/04 20:46:42:366',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2411,'2018/04/04 20:46:42:570',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2412,'2018/04/04 20:46:42:771',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2413,'2018/04/04 20:46:42:975',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2414,'2018/04/04 20:46:43:176',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2415,'2018/04/04 20:46:43:379',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2416,'2018/04/04 20:46:43:584',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2417,'2018/04/04 20:46:43:787',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2418,'2018/04/04 20:46:43:987',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2419,'2018/04/04 20:46:44:188',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2420,'2018/04/04 20:46:44:392',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2421,'2018/04/04 20:46:44:595',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2422,'2018/04/04 20:46:44:796',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2423,'2018/04/04 20:46:45:000',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2424,'2018/04/04 20:46:45:204',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2425,'2018/04/04 20:46:45:405',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2426,'2018/04/04 20:46:45:609',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2427,'2018/04/04 20:46:45:809',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2428,'2018/04/04 20:46:46:011',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2429,'2018/04/04 20:46:46:215',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2430,'2018/04/04 20:46:46:415',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2431,'2018/04/04 20:46:46:616',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2432,'2018/04/04 20:46:46:817',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2433,'2018/04/04 20:46:47:021',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2434,'2018/04/04 20:46:47:222',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2435,'2018/04/04 20:46:47:423',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2436,'2018/04/04 20:46:47:625',55,199,23,0,0,57,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2527,'2018/04/04 20:51:05:692',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2528,'2018/04/04 20:51:05:896',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2529,'2018/04/04 20:51:06:097',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2530,'2018/04/04 20:51:06:300',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2531,'2018/04/04 20:51:06:500',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2532,'2018/04/04 20:51:06:705',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2533,'2018/04/04 20:51:06:907',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2534,'2018/04/04 20:51:07:112',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2535,'2018/04/04 20:51:07:315',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2536,'2018/04/04 20:51:07:518',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2537,'2018/04/04 20:51:07:723',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2538,'2018/04/04 20:51:07:925',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2539,'2018/04/04 20:51:08:127',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2540,'2018/04/04 20:51:08:329',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2541,'2018/04/04 20:51:08:530',57,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2542,'2018/04/04 20:51:08:731',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2543,'2018/04/04 20:51:08:933',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2544,'2018/04/04 20:51:09:134',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2545,'2018/04/04 20:51:09:334',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2546,'2018/04/04 20:51:09:535',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2547,'2018/04/04 20:51:09:739',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2548,'2018/04/04 20:51:09:943',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2549,'2018/04/04 20:51:10:145',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2550,'2018/04/04 20:51:10:349',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2551,'2018/04/04 20:51:10:552',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2552,'2018/04/04 20:51:10:756',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2553,'2018/04/04 20:51:10:957',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2554,'2018/04/04 20:51:11:157',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2555,'2018/04/04 20:51:11:361',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2556,'2018/04/04 20:51:11:564',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2557,'2018/04/04 20:51:11:765',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2558,'2018/04/04 20:51:11:966',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2559,'2018/04/04 20:51:12:167',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2560,'2018/04/04 20:51:12:368',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2561,'2018/04/04 20:51:12:573',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2562,'2018/04/04 20:51:12:776',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2563,'2018/04/04 20:51:12:977',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2564,'2018/04/04 20:51:13:181',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2565,'2018/04/04 20:51:13:382',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2566,'2018/04/04 20:51:13:583',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2567,'2018/04/04 20:51:13:784',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2568,'2018/04/04 20:51:13:985',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2569,'2018/04/04 20:51:14:190',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2570,'2018/04/04 20:51:14:391',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2571,'2018/04/04 20:51:14:592',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2572,'2018/04/04 20:51:14:795',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2573,'2018/04/04 20:51:14:997',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2574,'2018/04/04 20:51:15:198',57,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2575,'2018/04/04 20:51:20:466',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2576,'2018/04/04 20:51:20:671',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2577,'2018/04/04 20:51:20:876',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2578,'2018/04/04 20:51:21:077',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2579,'2018/04/04 20:51:21:282',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2580,'2018/04/04 20:51:21:483',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2581,'2018/04/04 20:51:21:684',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2582,'2018/04/04 20:51:21:887',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2583,'2018/04/04 20:51:22:092',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2584,'2018/04/04 20:51:22:293',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2585,'2018/04/04 20:51:22:495',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2586,'2018/04/04 20:51:22:699',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2587,'2018/04/04 20:51:22:899',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2588,'2018/04/04 20:51:23:102',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2589,'2018/04/04 20:51:23:307',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2590,'2018/04/04 20:51:23:508',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2591,'2018/04/04 20:51:23:709',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2592,'2018/04/04 20:51:23:911',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2593,'2018/04/04 20:51:24:114',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2594,'2018/04/04 20:51:24:316',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2595,'2018/04/04 20:51:24:520',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2596,'2018/04/04 20:51:24:724',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2597,'2018/04/04 20:51:24:926',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2598,'2018/04/04 20:51:25:127',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2599,'2018/04/04 20:51:25:330',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2600,'2018/04/04 20:51:25:535',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2601,'2018/04/04 20:51:25:738',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2602,'2018/04/04 20:51:25:941',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2603,'2018/04/04 20:51:26:142',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2604,'2018/04/04 20:51:26:344',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2605,'2018/04/04 20:51:26:548',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2606,'2018/04/04 20:51:26:750',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2607,'2018/04/04 20:51:26:951',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2608,'2018/04/04 20:51:27:155',58,199,23,0,0,61,1,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2609,'2018/04/04 20:51:27:358',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2610,'2018/04/04 20:51:27:558',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2611,'2018/04/04 20:51:27:762',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2612,'2018/04/04 20:51:27:967',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2613,'2018/04/04 20:51:28:168',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2614,'2018/04/04 20:51:28:369',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2615,'2018/04/04 20:51:28:570',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
2616,'2018/04/04 20:51:28:774',58,199,23,0,0,61,0,0,0,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?
